,Candidate_Ref,DOJ_Extended,Duration_to_accept_offer,Notice_Period,Offered_Band,Percent_hike_expected_in_CTC,Percent_hike_offered_in_CTC,Percent_difference_CTC,Joining_Bonus,Candidate_relocate_actual,Gender,Candidate_Source,Rex_in_Yrs,Location_ID,Postal_Code,Age,LOB_Id,Domicile_ID,Domicile_Name,Date_of_Interview,Status,LOB,Location,Region_ID,Region_Name
150,2560478,Yes,17,60,E1,9.09,9.09,0.0,No,No,Female,Agency,5,L001,201301,37.0,1,D7,Gujarat,2013-06-10,Joined,ERS,Noida,R1,North
151,2560519,No,25,60,E1,18.18,63.64,45.46,No,No,Male,Agency,4,L001,201301,27.0,1,D7,Gujarat,2013-06-11,Not Joined,ERS,Noida,R1,North
152,3040063,No,23,30,E2,33.33,166.67,133.33999999999995,Yes,No,Female,Employee Referral,6,L001,201301,29.0,1,D7,Gujarat,2013-08-30,Joined,ERS,Noida,R1,North
153,3257531,No,6,30,E1,33.33,0.0,-33.33,No,No,Male,Agency,2,L001,201301,27.0,1,D7,Gujarat,2013-09-14,Joined,ERS,Noida,R1,North
154,3257780,No,20,45,E1,33.33,20.0,-13.329999999999998,No,No,Male,Agency,2,L001,201301,26.0,1,D7,Gujarat,2013-09-15,Joined,ERS,Noida,R1,North
155,3263037,No,6,60,E1,33.33,31.11,-2.219999999999999,No,Yes,Male,Agency,4,L001,201301,28.0,1,D7,Gujarat,2013-10-02,Joined,ERS,Noida,R1,North
156,3379393,Yes,28,60,E1,48.88,61.29,12.409999999999997,Yes,No,Male,Direct,3,L001,201301,34.0,1,D7,Gujarat,2013-11-27,Joined,ERS,Noida,R1,North
157,3606401,No,0,30,E1,66.67,66.67,0.0,No,No,Male,Agency,2,L001,201301,34.0,1,D7,Gujarat,2013-04-01,Joined,ERS,Noida,R1,North
158,2126389,Yes,17,60,E2,33.33,177.78,144.45,No,No,Male,Direct,6,L001,201301,30.0,1,D19,Tamil Nadu,2014-05-15,Joined,ERS,Noida,R1,North
159,2199313,No,0,0,E1,39.34,8.2,-31.140000000000004,No,Yes,Male,Direct,4,L001,201301,27.0,1,D19,Tamil Nadu,2013-02-03,Joined,ERS,Noida,R1,North
160,2201082,No,5,0,E1,25.0,87.5,62.5,No,Yes,Female,Direct,3,L001,201301,26.0,1,D19,Tamil Nadu,2013-02-10,Joined,ERS,Noida,R1,North
161,2225111,Yes,9,60,E1,36.36,18.18,-18.18,Yes,No,Female,Agency,4,L001,201301,28.0,1,D19,Tamil Nadu,2013-05-25,Joined,ERS,Noida,R1,North
162,2323100,No,3,60,E1,33.33,52.22,18.89,No,No,Female,Agency,4,L001,201301,29.0,1,D19,Tamil Nadu,2013-08-26,Joined,ERS,Noida,R1,North
163,2434939,No,31,90,E1,33.33,5.56,-27.77,No,No,Female,Agency,3,L001,201301,27.0,1,D19,Tamil Nadu,2013-12-12,Joined,ERS,Noida,R1,North
164,2437459,Yes,23,60,E1,42.86,33.93,-8.93,No,No,Male,Direct,1,L001,201301,24.0,1,D19,Tamil Nadu,2013-12-16,Joined,ERS,Noida,R1,North
165,2460281,Yes,3,90,E1,22.22,33.33,11.11,No,No,Male,Direct,3,L001,201301,26.0,1,D19,Tamil Nadu,2014-01-27,Not Joined,ERS,Noida,R1,North
166,2483301,No,7,30,E1,22.22,11.11,-11.11,No,No,Female,Direct,5,L001,201301,27.0,1,D19,Tamil Nadu,2014-01-29,Joined,ERS,Noida,R1,North
167,2565145,No,3,30,E2,22.22,233.33,211.11,No,No,Male,Agency,8,L001,201301,33.0,1,D19,Tamil Nadu,2013-10-23,Joined,ERS,Noida,R1,North
168,2575909,No,12,60,E2,50.0,62.5,12.5,No,No,Male,Agency,6,L001,201301,31.0,1,D19,Tamil Nadu,2014-01-08,Not Joined,ERS,Noida,R1,North
169,3283402,No,7,30,E1,33.33,11.11,-22.22,No,Yes,Male,Agency,3,L001,201301,31.0,1,D19,Tamil Nadu,2013-12-22,Joined,ERS,Noida,R1,North
170,3287746,Yes,4,45,E1,33.33,0.0,-33.33,No,No,Male,Agency,2,L001,201301,25.0,1,D19,Tamil Nadu,2014-01-11,Not Joined,ERS,Noida,R1,North
171,3288635,No,4,30,E1,33.33,11.11,-22.22,No,No,Male,Agency,2,L001,201301,26.0,1,D19,Tamil Nadu,2014-01-14,Joined,ERS,Noida,R1,North
172,3395836,Yes,3,30,E2,50.0,13.13,-36.87,No,No,Male,Employee Referral,7,L001,201301,34.0,1,D19,Tamil Nadu,2014-07-06,Not Joined,ERS,Noida,R1,North
173,3442965,Yes,26,45,E1,44.4,17.33,-27.07,Yes,No,Male,Agency,5,L001,201301,34.0,1,D19,Tamil Nadu,2013-02-05,Joined,ERS,Noida,R1,North
174,3649851,No,2,0,E3,27.27,31.14,3.870000000000001,Yes,Yes,Male,Direct,11,L001,201301,34.0,1,D19,Tamil Nadu,2013-06-07,Joined,ERS,Noida,R1,North
175,2458879,No,5,30,E1,22.22,60.0,37.78,No,No,Female,Direct,1,L001,201301,27.0,1,D11,Karnataka,2013-02-26,Joined,ERS,Noida,R1,North
176,3758183,Yes,6,60,E2,33.74,18.31,-15.430000000000003,Yes,No,Male,Employee Referral,7,L001,201301,32.0,1,D11,Karnataka,2013-05-06,Joined,ERS,Noida,R1,North
177,2118024,No,38,60,E1,33.33,24.44,-8.889999999999997,No,No,Male,Employee Referral,4,L001,201301,29.0,1,D11,Karnataka,2013-11-17,Joined,ERS,Noida,R1,North
178,2166676,No,4,30,E1,33.33,52.22,18.89,No,Yes,Female,Employee Referral,3,L001,201301,28.0,1,D11,Karnataka,2014-07-27,Joined,ERS,Noida,R1,North
179,2179394,Yes,36,45,E1,33.33,31.11,-2.219999999999999,No,No,Male,Direct,4,L001,201301,26.0,1,D11,Karnataka,2013-01-26,Joined,ERS,Noida,R1,North
180,2207185,Yes,20,30,E1,148.62,65.75,-82.87,No,No,Male,Direct,2,L001,201301,27.0,1,D11,Karnataka,2013-02-24,Joined,ERS,Noida,R1,North
181,2341282,No,31,60,E2,33.33,33.33,0.0,No,No,Female,Agency,6,L001,201301,34.0,1,D11,Karnataka,2013-06-25,Joined,ERS,Noida,R1,North
182,2416851,No,1,30,E1,51.52,32.42,-19.1,No,No,Male,Direct,4,L001,201301,34.0,1,D11,Karnataka,2013-10-04,Joined,ERS,Noida,R1,North
183,2441006,No,0,90,E1,54.96,15.7,-39.260000000000005,No,No,Male,Agency,4,L001,201301,27.0,1,D11,Karnataka,2013-12-24,Joined,ERS,Noida,R1,North
184,3230326,No,2,30,E1,33.33,53.33,20.0,No,No,Male,Agency,3,L001,201301,29.0,1,D11,Karnataka,2013-12-05,Joined,ERS,Noida,R1,North
185,3238267,Yes,12,30,E1,40.0,38.0,-2.0,No,No,Male,Agency,3,L001,201301,28.0,1,D11,Karnataka,2013-09-15,Not Joined,ERS,Noida,R1,North
186,3270464,Yes,7,30,E1,33.33,0.0,-33.33,No,Yes,Male,Agency,2,L001,201301,24.0,1,D11,Karnataka,2013-11-13,Joined,ERS,Noida,R1,North
187,3347460,No,1,30,E1,37.5,37.5,0.0,No,No,Male,Direct,5,L001,201301,34.0,1,D11,Karnataka,2013-08-12,Joined,ERS,Noida,R1,North
188,3407788,No,47,60,E1,38.3,38.3,0.0,Yes,No,Male,Agency,3,L001,201301,34.0,1,D11,Karnataka,2014-04-13,Joined,ERS,Noida,R1,North
189,3442945,Yes,26,30,E1,33.33,44.44,11.11,Yes,No,Female,Agency,4,L001,201301,34.0,1,D11,Karnataka,2013-02-05,Not Joined,ERS,Noida,R1,North
190,3442953,No,4,30,E1,37.65,31.58,-6.07,No,No,Male,Agency,3,L001,201301,34.0,1,D11,Karnataka,2013-02-05,Joined,ERS,Noida,R1,North
191,3511533,Yes,17,30,E2,27.25,3.39,-23.86,No,No,Male,Direct,6,L001,201301,34.0,1,D11,Karnataka,2013-04-13,Joined,ERS,Noida,R1,North
192,3512539,Yes,11,30,E1,93.55,61.29,-32.26,No,No,Male,Direct,3,L001,201301,34.0,1,D11,Karnataka,2013-04-19,Joined,ERS,Noida,R1,North
193,2224384,Yes,19,45,E1,12.5,0.0,-12.5,No,Yes,Female,Direct,5,L001,201301,28.0,1,D16,Odisha,2013-05-22,Joined,ERS,Noida,R1,North
194,2239150,Yes,7,45,E1,18.18,18.18,0.0,No,No,Female,Agency,3,L001,201301,28.0,1,D16,Odisha,2013-03-28,Not Joined,ERS,Noida,R1,North
195,2814111,No,13,60,E1,22.22,13.33,-8.889999999999999,No,No,Female,Agency,2,L001,201301,24.0,1,D16,Odisha,2013-05-07,Joined,ERS,Noida,R1,North
196,2922776,No,4,60,E2,33.33,138.89,105.56,No,No,Male,Agency,9,L001,201301,35.0,1,D16,Odisha,2013-07-08,Not Joined,ERS,Noida,R1,North
197,3046141,No,12,45,E2,34.23,15.05,-19.18,No,No,Male,Agency,8,L001,201301,30.0,1,D16,Odisha,2013-07-15,Not Joined,ERS,Noida,R1,North
198,3211435,No,4,30,E1,33.33,27.78,-5.549999999999997,No,No,Male,Employee Referral,1,L001,201301,24.0,1,D16,Odisha,2013-09-23,Joined,ERS,Noida,R1,North
199,3257026,No,31,30,E1,21.43,16.07,-5.359999999999999,No,No,Male,Agency,3,L001,201301,28.0,1,D16,Odisha,2013-12-09,Joined,ERS,Noida,R1,North
200,3283465,No,28,30,E1,33.33,31.11,-2.219999999999999,No,Yes,Male,Agency,3,L001,201301,25.0,1,D16,Odisha,2013-12-23,Joined,ERS,Noida,R1,North
201,3284828,Yes,8,60,E1,33.33,3.33,-30.0,No,No,Male,Agency,3,L001,201301,26.0,1,D16,Odisha,2014-01-04,Joined,ERS,Noida,R1,North
202,3390129,Yes,2,30,E1,55.56,53.33,-2.230000000000004,No,No,Female,Direct,3,L001,201301,34.0,1,D16,Odisha,2014-06-29,Joined,ERS,Noida,R1,North
203,3599872,Yes,1,30,E1,38.89,73.61,34.72,No,No,Male,Agency,1,L001,201301,34.0,1,D16,Odisha,2013-03-24,Joined,ERS,Noida,R1,North
204,3691790,No,1,30,E3,37.06,21.83,-15.230000000000004,Yes,No,Male,Employee Referral,10,L001,201301,34.0,1,D16,Odisha,2013-07-08,Joined,ERS,Noida,R1,North
205,2215484,No,11,30,E1,33.33,31.11,-2.219999999999999,No,No,Male,Direct,3,L001,201301,27.0,1,D18,Rajasthan,2013-04-04,Joined,ERS,Noida,R1,North
206,2222811,No,1,0,E1,12.82,25.54,12.72,No,No,Male,Direct,8,L001,201301,32.0,1,D18,Rajasthan,2013-05-16,Joined,ERS,Noida,R1,North
207,2228955,Yes,52,120,E1,33.33,13.33,-20.0,No,No,Male,Employee Referral,2,L001,201301,26.0,1,D18,Rajasthan,2013-03-16,Not Joined,ERS,Noida,R1,North
208,2242358,Yes,10,75,E1,33.33,71.11,37.78,No,No,Male,Employee Referral,4,L001,201301,32.0,1,D18,Rajasthan,2013-03-31,Not Joined,ERS,Noida,R1,North
209,2424593,Yes,72,60,E1,18.18,13.64,-4.539999999999999,No,No,Male,Agency,5,L001,201301,35.0,1,D18,Rajasthan,2013-11-26,Joined,ERS,Noida,R1,North
210,2483345,No,5,30,E1,50.0,62.5,12.5,No,No,Male,Direct,3,L001,201301,26.0,1,D18,Rajasthan,2014-01-30,Joined,ERS,Noida,R1,North
211,2545162,Yes,64,30,E1,12.0,16.0,4.0,Yes,No,Male,Direct,3,L001,201301,26.0,1,D18,Rajasthan,2013-01-09,Joined,ERS,Noida,R1,North
212,2569721,Yes,75,60,E2,13.64,6.82,-6.82,No,No,Male,Employee Referral,6,L001,201301,30.0,1,D18,Rajasthan,2014-01-04,Joined,ERS,Noida,R1,North
213,3360242,Yes,4,30,E1,34.8,34.8,0.0,No,No,Male,Employee Referral,3,L001,201301,34.0,1,D18,Rajasthan,2013-09-10,Not Joined,ERS,Noida,R1,North
214,3430377,No,3,45,E1,56.25,35.42,-20.83,No,No,Male,Direct,4,L001,201301,34.0,1,D18,Rajasthan,2013-01-21,Joined,ERS,Noida,R1,North
215,3492986,No,4,30,E3,37.88,37.88,0.0,Yes,No,Female,Employee Referral,14,L001,201301,34.0,1,D18,Rajasthan,2013-03-23,Joined,ERS,Noida,R1,North
216,2196505,No,6,0,E1,22.28,56.25,33.97,No,No,Male,Direct,3,L001,201301,29.0,1,D15,Manipur,2013-01-22,Joined,ERS,Noida,R1,North
217,2214096,No,1,30,E1,26.2,26.2,0.0,No,No,Male,Direct,4,L001,201301,27.0,1,D15,Manipur,2013-03-30,Joined,ERS,Noida,R1,North
218,2434883,Yes,17,60,E2,33.33,188.89,155.56,No,No,Male,Direct,10,L001,201301,36.0,1,D15,Manipur,2013-12-11,Joined,ERS,Noida,R1,North
219,2478838,No,5,30,E1,33.33,16.67,-16.659999999999997,No,No,Male,Agency,5,L001,201301,29.0,1,D15,Manipur,2014-01-17,Joined,ERS,Noida,R1,North
220,2603926,Yes,8,60,E2,23.29,36.99,13.700000000000005,No,No,Male,Agency,7,L001,201301,30.0,1,D15,Manipur,2014-07-27,Joined,ERS,Noida,R1,North
221,2617986,No,22,60,E2,25.0,29.17,4.170000000000002,No,No,Male,Direct,8,L001,201301,36.0,1,D15,Manipur,2013-01-12,Not Joined,ERS,Noida,R1,North
222,2618479,No,2,30,E1,54.76,33.33,-21.43,No,No,Female,Employee Referral,4,L001,201301,28.0,1,D15,Manipur,2013-01-17,Not Joined,ERS,Noida,R1,North
223,2946306,Yes,9,30,E1,33.33,31.11,-2.219999999999999,No,No,Male,Direct,3,L001,201301,27.0,1,D15,Manipur,2013-07-13,Joined,ERS,Noida,R1,North
224,3050781,Yes,67,60,E1,33.33,20.0,-13.329999999999998,No,No,Male,Agency,2,L001,201301,26.0,1,D15,Manipur,2013-08-02,Joined,ERS,Noida,R1,North
225,3251170,Yes,28,60,E2,33.33,177.78,144.45,Yes,No,Male,Direct,8,L001,201301,40.0,1,D15,Manipur,2013-12-04,Joined,ERS,Noida,R1,North
226,3267220,Yes,92,60,E1,33.33,37.78,4.450000000000003,No,Yes,Male,Agency,4,L001,201301,26.0,1,D15,Manipur,2013-11-02,Joined,ERS,Noida,R1,North
227,3311490,No,14,60,E1,33.33,6.67,-26.66,No,No,Male,Agency,2,L001,201301,24.0,1,D15,Manipur,2014-01-03,Not Joined,ERS,Noida,R1,North
228,3321465,Yes,2,30,E2,50.0,41.67,-8.329999999999998,No,Yes,Male,Direct,6,L001,201301,32.0,1,D15,Manipur,2014-01-13,Joined,ERS,Noida,R1,North
229,3429897,Yes,16,60,E2,60.0,60.0,0.0,No,No,Male,Direct,6,L001,201301,34.0,1,D15,Manipur,2013-01-18,Joined,ERS,Noida,R1,North
230,3434403,Yes,46,60,E1,34.8,28.68,-6.119999999999997,Yes,No,Male,Agency,3,L001,201301,34.0,1,D15,Manipur,2013-01-23,Joined,ERS,Noida,R1,North
231,3458746,No,1,0,E2,17.65,0.0,-17.65,No,No,Male,Employee Referral,5,L001,201301,34.0,1,D15,Manipur,2013-01-17,Joined,ERS,Noida,R1,North
232,3821185,No,2,0,E1,49.07,42.59,-6.479999999999997,No,No,Male,Agency,5,L001,201301,34.0,1,D15,Manipur,2013-08-18,Joined,ERS,Noida,R1,North
233,2209208,No,2,0,E1,41.67,21.0,-20.67,No,Yes,Male,Direct,4,L001,201301,29.0,1,D14,Maharashtra,2013-03-10,Joined,ERS,Noida,R1,North
234,2229526,Yes,8,30,E1,86.67,133.33,46.66000000000001,No,No,Male,Employee Referral,1,L001,201301,26.0,1,D14,Maharashtra,2013-03-17,Joined,ERS,Noida,R1,North
235,2318368,Yes,17,30,E1,44.44,24.44,-20.0,No,No,Male,Agency,4,L001,201301,33.0,1,D14,Maharashtra,2013-08-16,Joined,ERS,Noida,R1,North
236,2344320,Yes,4,30,E1,52.78,45.83,-6.950000000000003,No,No,Male,Agency,3,L001,201301,26.0,1,D14,Maharashtra,2013-06-30,Joined,ERS,Noida,R1,North
237,2447879,No,17,30,E1,9.09,43.64,34.55,No,No,Male,Agency,2,L001,201301,27.0,1,D14,Maharashtra,2014-01-11,Joined,ERS,Noida,R1,North
238,2458877,No,1,30,E1,28.57,48.57,20.0,No,No,Male,Direct,1,L001,201301,24.0,1,D14,Maharashtra,2014-01-26,Joined,ERS,Noida,R1,North
239,2549481,Yes,67,60,E1,22.22,34.17,11.950000000000005,No,Yes,Female,Employee Referral,2,L001,201301,27.0,1,D14,Maharashtra,2013-02-16,Joined,ERS,Noida,R1,North
240,2594324,Yes,1,30,E1,38.89,38.89,0.0,No,No,Male,Agency,4,L001,201301,25.0,1,D14,Maharashtra,2014-05-05,Joined,ERS,Noida,R1,North
241,2855569,No,0,60,E1,33.33,33.33,0.0,No,No,Female,Agency,5,L001,201301,29.0,1,D14,Maharashtra,2013-05-19,Joined,ERS,Noida,R1,North
242,3245983,Yes,34,60,E1,44.44,44.44,0.0,No,No,Female,Employee Referral,3,L001,201301,25.0,1,D14,Maharashtra,2013-10-04,Joined,ERS,Noida,R1,North
243,3267632,Yes,92,90,E1,33.33,26.67,-6.659999999999997,Yes,Yes,Female,Agency,3,L001,201301,25.0,1,D14,Maharashtra,2013-11-08,Joined,ERS,Noida,R1,North
244,3274053,No,23,90,E1,42.86,16.07,-26.79,Yes,No,Male,Direct,3,L001,201301,26.0,1,D14,Maharashtra,2013-11-26,Not Joined,ERS,Noida,R1,North
245,3333152,No,4,30,E1,25.0,12.5,-12.5,No,No,Male,Agency,2,L001,201301,34.0,1,D14,Maharashtra,2014-02-05,Joined,ERS,Noida,R1,North
246,3407712,No,63,45,E1,16.53,25.0,8.469999999999999,No,No,Male,Agency,3,L001,201301,34.0,1,D14,Maharashtra,2014-04-12,Joined,ERS,Noida,R1,North
247,2155155,Yes,18,45,E1,33.33,28.89,-4.439999999999998,No,No,Male,Agency,4,L001,201301,27.0,1,D20,Telangana,2014-05-12,Joined,ERS,Noida,R1,North
248,2211419,No,4,75,E1,33.33,44.44,11.11,No,No,Male,Direct,3,L001,201301,29.0,1,D20,Telangana,2013-03-18,Joined,ERS,Noida,R1,North
249,2281683,No,11,30,E2,27.27,4.55,-22.72,No,Yes,Male,Direct,7,L001,201301,30.0,1,D20,Telangana,2013-04-28,Joined,ERS,Noida,R1,North
250,2424571,No,0,60,E1,22.22,55.56,33.34,No,No,Male,Agency,4,L001,201301,28.0,1,D20,Telangana,2013-11-26,Joined,ERS,Noida,R1,North
251,2483092,Yes,2,60,E1,25.0,30.68,5.68,No,No,Male,Direct,3,L001,201301,27.0,1,D20,Telangana,2014-01-25,Joined,ERS,Noida,R1,North
252,2604163,Yes,25,60,E1,18.18,1.82,-16.36,No,No,Male,Agency,4,L001,201301,28.0,1,D20,Telangana,2013-01-02,Joined,ERS,Noida,R1,North
253,2613749,No,3,30,E2,18.18,39.09,20.910000000000004,No,No,Male,Employee Referral,7,L001,201301,34.0,1,D20,Telangana,2013-02-28,Joined,ERS,Noida,R1,North
254,2855595,No,4,60,E1,33.33,40.0,6.670000000000002,No,No,Male,Agency,3,L001,201301,28.0,1,D20,Telangana,2013-05-20,Not Joined,ERS,Noida,R1,North
255,2926215,Yes,11,60,E1,33.33,6.67,-26.66,No,No,Male,Agency,2,L001,201301,30.0,1,D20,Telangana,2013-07-09,Not Joined,ERS,Noida,R1,North
256,3230017,Yes,42,60,E1,33.33,33.33,0.0,No,No,Male,Agency,3,L001,201301,27.0,1,D20,Telangana,2013-11-30,Joined,ERS,Noida,R1,North
257,3256739,No,3,30,E1,52.63,31.58,-21.050000000000004,No,No,Male,Agency,3,L001,201301,25.0,1,D20,Telangana,2013-12-06,Joined,ERS,Noida,R1,North
258,3270611,No,21,60,E1,33.33,33.33,0.0,No,No,Male,Agency,1,L001,201301,25.0,1,D20,Telangana,2013-11-16,Joined,ERS,Noida,R1,North
259,3305141,No,3,60,E2,18.81,3.96,-14.849999999999998,No,Yes,Male,Agency,6,L001,201301,31.0,1,D20,Telangana,2013-12-23,Joined,ERS,Noida,R1,North
260,3333665,No,2,30,E1,40.0,18.0,-22.0,No,No,Male,Agency,4,L001,201301,34.0,1,D20,Telangana,2014-02-09,Not Joined,ERS,Noida,R1,North
261,3443290,No,1,60,E2,75.68,41.89,-33.790000000000006,No,No,Male,Direct,8,L001,201301,34.0,1,D20,Telangana,2013-02-10,Not Joined,ERS,Noida,R1,North
262,3606220,Yes,6,0,E1,34.62,25.0,-9.619999999999996,Yes,No,Male,Agency,4,L001,201301,34.0,1,D20,Telangana,2013-04-01,Joined,ERS,Noida,R1,North
263,3671470,No,3,45,E1,29.17,29.17,0.0,No,No,Male,Direct,4,L001,201301,34.0,1,D20,Telangana,2013-06-19,Joined,ERS,Noida,R1,North
264,3728012,Yes,10,0,E1,37.78,33.33,-4.450000000000003,No,No,Male,Employee Referral,3,L001,201301,34.0,1,D20,Telangana,2013-07-27,Joined,ERS,Noida,R1,North
265,3512053,Yes,23,30,E2,59.17,49.22,-9.950000000000005,Yes,No,Male,Employee Referral,6,L001,201301,31.0,1,D2,Bihar,2014-01-08,Joined,ERS,Noida,R1,North
266,2118878,Yes,1,60,E1,44.44,27.78,-16.659999999999997,No,No,Male,Direct,5,L001,201301,33.0,1,D2,Bihar,2014-04-05,Joined,ERS,Noida,R1,North
267,2196666,Yes,20,30,E1,81.82,56.82,-25.0,No,Yes,Male,Direct,3,L001,201301,29.0,1,D2,Bihar,2013-01-22,Joined,ERS,Noida,R1,North
268,2212858,No,33,30,E1,18.18,9.09,-9.09,No,No,Male,Employee Referral,4,L001,201301,28.0,1,D2,Bihar,2013-03-26,Joined,ERS,Noida,R1,North
269,2341375,No,1,60,E1,29.31,3.45,-25.86,No,No,Male,Direct,4,L001,201301,30.0,1,D2,Bihar,2013-06-26,Not Joined,ERS,Noida,R1,North
270,2464668,Yes,54,60,E1,22.22,55.56,33.34,No,No,Male,Agency,5,L001,201301,27.0,1,D2,Bihar,2014-02-25,Joined,ERS,Noida,R1,North
271,2468551,No,0,60,E1,18.18,27.27,9.09,No,No,Female,Agency,5,L001,201301,28.0,1,D2,Bihar,2013-12-19,Joined,ERS,Noida,R1,North
272,2483268,Yes,4,60,E1,9.09,32.0,22.91,No,No,Male,Direct,5,L001,201301,30.0,1,D2,Bihar,2014-01-28,Joined,ERS,Noida,R1,North
273,2593929,No,1,45,E2,33.33,88.89,55.56,No,No,Male,Agency,8,L001,201301,30.0,1,D2,Bihar,2014-03-31,Joined,ERS,Noida,R1,North
274,2614642,Yes,79,60,E1,18.18,74.55,56.37,No,No,Male,Direct,4,L001,201301,26.0,1,D2,Bihar,2013-01-07,Joined,ERS,Noida,R1,North
275,2814268,Yes,0,75,E2,21.74,21.74,0.0,No,No,Male,Agency,6,L001,201301,30.0,1,D2,Bihar,2013-05-09,Joined,ERS,Noida,R1,North
276,2824864,No,8,60,E1,33.33,17.78,-15.549999999999995,No,No,Male,Agency,3,L001,201301,28.0,1,D2,Bihar,2013-03-18,Joined,ERS,Noida,R1,North
277,3221187,Yes,8,60,E2,30.0,30.0,0.0,No,No,Male,Agency,7,L001,201301,25.0,1,D2,Bihar,2013-10-25,Not Joined,ERS,Noida,R1,North
278,3258055,No,0,60,E1,33.33,33.33,0.0,No,No,Male,Agency,4,L001,201301,29.0,1,D2,Bihar,2013-09-21,Joined,ERS,Noida,R1,North
279,3300127,Yes,3,30,E1,50.0,2.5,-47.5,No,No,Male,Employee Referral,3,L001,201301,30.0,1,D2,Bihar,2014-02-04,Joined,ERS,Noida,R1,North
280,3424636,Yes,4,45,E1,37.5,37.5,0.0,No,No,Male,Agency,3,L001,201301,34.0,1,D2,Bihar,2013-01-07,Joined,ERS,Noida,R1,North
281,3578191,Yes,5,45,E1,44.44,37.78,-6.659999999999997,No,No,Male,Employee Referral,5,L001,201301,34.0,1,D2,Bihar,2013-05-31,Not Joined,ERS,Noida,R1,North
282,2222381,Yes,13,30,E1,55.17,7.76,-47.41,No,Yes,Female,Direct,6,L001,201301,31.0,1,D12,Kerala,2013-05-11,Joined,ERS,Noida,R1,North
283,2281687,Yes,0,45,E1,38.89,38.89,0.0,No,Yes,Male,Direct,4,L001,201301,28.0,1,D12,Kerala,2013-04-29,Joined,ERS,Noida,R1,North
284,2460494,Yes,8,60,E1,22.22,38.89,16.67,No,No,Male,Direct,5,L001,201301,29.0,1,D12,Kerala,2014-01-29,Not Joined,ERS,Noida,R1,North
285,2463819,Yes,28,45,E1,33.33,31.11,-2.219999999999999,Yes,Yes,Male,Agency,3,L001,201301,25.0,1,D12,Kerala,2014-02-09,Joined,ERS,Noida,R1,North
286,2474884,Yes,2,60,E1,40.94,34.53,-6.409999999999997,No,No,Male,Direct,4,L001,201301,28.0,1,D12,Kerala,2014-01-12,Joined,ERS,Noida,R1,North
287,2483298,Yes,4,30,E1,66.67,30.56,-36.11,No,No,Male,Direct,3,L001,201301,26.0,1,D12,Kerala,2014-01-28,Joined,ERS,Noida,R1,North
288,2613508,Yes,1,30,E1,18.18,5.45,-12.73,No,No,Male,Agency,5,L001,201301,30.0,1,D12,Kerala,2013-02-16,Joined,ERS,Noida,R1,North
289,2856582,No,1,30,E1,33.33,22.22,-11.11,No,No,Male,Agency,3,L001,201301,29.0,1,D12,Kerala,2013-05-27,Joined,ERS,Noida,R1,North
290,3195651,Yes,27,30,E3,6.9,6.9,0.0,Yes,No,Male,Employee Referral,9,L001,201301,31.0,1,D12,Kerala,2013-08-29,Joined,ERS,Noida,R1,North
291,3250992,No,34,30,E1,33.33,11.11,-22.22,No,No,Male,Agency,2,L001,201301,27.0,1,D12,Kerala,2013-11-30,Joined,ERS,Noida,R1,North
292,3270717,No,1,30,E1,33.33,16.67,-16.659999999999997,No,No,Female,Agency,2,L001,201301,24.0,1,D12,Kerala,2013-11-17,Joined,ERS,Noida,R1,North
293,3458952,Yes,65,45,E1,50.0,10.0,-40.0,No,No,Male,Employee Referral,4,L001,201301,34.0,1,D12,Kerala,2013-01-19,Joined,ERS,Noida,R1,North
294,3599581,Yes,25,45,E1,54.32,29.63,-24.69,No,No,Male,Agency,2,L001,201301,34.0,1,D12,Kerala,2013-03-22,Joined,ERS,Noida,R1,North
295,2171367,Yes,6,30,E1,33.33,28.89,-4.439999999999998,No,No,Male,Direct,3,L001,201301,25.0,1,D8,Haryana,2013-01-11,Joined,ERS,Noida,R1,North
296,2180284,Yes,9,30,E1,33.33,8.33,-25.0,No,No,Male,Direct,3,L001,201301,28.0,1,D8,Haryana,2013-02-02,Joined,ERS,Noida,R1,North
297,2221838,Yes,1,60,E2,25.0,25.0,0.0,No,Yes,Male,Direct,5,L001,201301,34.0,1,D8,Haryana,2013-05-09,Joined,ERS,Noida,R1,North
298,2226443,No,4,45,E2,33.33,96.67,63.34,No,Yes,Male,Direct,5,L001,201301,33.0,1,D8,Haryana,2013-06-02,Joined,ERS,Noida,R1,North
299,2246619,Yes,2,30,E2,33.33,133.33,100.0,No,Yes,Male,Employee Referral,8,L001,201301,34.0,1,D8,Haryana,2013-04-02,Joined,ERS,Noida,R1,North
300,2444080,No,1,30,E1,27.66,31.91,4.25,No,No,Male,Agency,3,L001,201301,29.0,1,D8,Haryana,2014-01-05,Joined,ERS,Noida,R1,North
301,2460436,Yes,1,30,E1,100.0,50.0,-50.0,No,No,Female,Direct,3,L001,201301,35.0,1,D8,Haryana,2014-01-28,Joined,ERS,Noida,R1,North
302,2544597,No,2,30,E1,22.22,13.33,-8.889999999999999,No,No,Male,Agency,2,L001,201301,24.0,1,D8,Haryana,2014-01-28,Joined,ERS,Noida,R1,North
303,2636668,Yes,5,30,E1,31.94,25.0,-6.940000000000001,No,No,Male,Employee Referral,4,L001,201301,31.0,1,D8,Haryana,2013-02-07,Joined,ERS,Noida,R1,North
